2020-12-30 00:03:13,1344071508285661186,joshxstow,@StockrAI $TSLA
2020-12-30 00:08:47,1344072909321547784,alexbainbridge_,@StockrAI $VUSA
2020-12-30 00:10:04,1344073231314145280,ArthurCassells,@StockrAI $TSLA
2020-12-30 00:13:18,1344074045541777410,ArthurCassells,@stockrai $amzn
2020-12-30 00:13:23,1344074063233355783,alexbainbridge_,@StockrAI $AMZN
2020-12-30 00:15:58,1344074713996341249,alexbainbridge_,@StockrAI $NVDA
2020-12-30 00:18:50,1344075435609624577,joshxstow,@StockrAI $PTON
